Liste aller offiziellen und inoffiziellen Ports:

0 	– 	UDP 	reserviert 	offiziell
6665–6669 	TCP 	– 	Internet Relay Chat (IRC) 	offiziell
6679 	TCP 	UDP 	Osorno Automation Protocol (OSAUT) 	offiziell
6679 	TCP 	– 	IRC over SSL (Secure Internet Relay Chat) 	inoffiziell
6697 	TCP 	– 	IRC over SSL (Secure Internet Relay Chat) 	offiziell
6699 	TCP 	– 	WinMX (siehe auch 6257) 	inoffiziell
6702 	TCP 	– 	Tidal 	inoffiziell
6771 	– 	UDP 	Polycom/Server-Broadcast 	inoffiziell
6789 	TCP 	– 	Datalogger Support Software Campbell Scientific Loggernet Software 	inoffiziell
6881–6887 	TCP 	UDP 	BitTorrent (P2P) 	inoffiziell
6888 	TCP 	UDP 	MUSE 	offiziell
6888 	TCP 	UDP 	BitTorrent (P2P) 	inoffiziell
6889–6890 	TCP 	UDP 	BitTorrent (P2P) 	inoffiziell
6891–6900 	TCP 	UDP 	BitTorrent (P2P) 	inoffiziell
6891–6900 	TCP 	UDP 	Windows Live Messenger (Dateiübertragung) 	inoffiziell
6901 	TCP 	UDP 	Windows Live Messenger (Audio) 	inoffiziell
6901 	TCP 	UDP 	BitTorrent (P2P) 	inoffiziell
6902–6968 	TCP 	UDP 	BitTorrent (P2P) 	inoffiziell
6969 	TCP 	UDP 	acmsoda 	offiziell
6969 	TCP 	– 	BitTorrent-Tracker 	inoffiziell
6970–6999 	TCP 	UDP 	BitTorrent (P2P) 	inoffiziell
7000 	TCP 	– 	Vuzes eingebauter HTTPS-BitTorrent-Tracker 	inoffiziell
7001 	TCP 	– 	BEA WebLogic-Server HTTP-Server 	inoffiziell
7002 	TCP 	– 	BEA WebLogic-Server HTTPS server 	inoffiziell
7005 	TCP 	– 	BMC Software Control-M/Server 	inoffiziell
7006 	TCP 	– 	BMC Software Control-M/Server 	inoffiziell
7010 	TCP 	– 	Voreinstellung bei Cisco AON AMC (AON Management Console)[55] 	inoffiziell
7025 	TCP 	– 	Zimbra LMTP [mailbox] (Lokale Mailzustellung) 	inoffiziell
7047 	TCP 	– 	Zimbra 	inoffiziell
7133 	TCP 	– 	Enemy Territory: Quake Wars 	inoffiziell
7144 	TCP 	– 	Peercast 	inoffiziell
7145 	TCP 	– 	Peercast 	inoffiziell
7171 	TCP 	– 	Tibia 	inoffiziell
7306 	TCP 	– 	Zimbra mysql [mailbox] 	inoffiziell
7307 	TCP 	– 	Zimbra mysql [logger] 	inoffiziell
7312 	– 	UDP 	Sibelius Lizenzserver 	inoffiziell
7400 	TCP 	UDP 	RTPS (Real Time Publish Subscribe) DDS Discovery 	offiziell
7401 	TCP 	UDP 	RTPS (Real Time Publish Subscribe) DDS User-Traffic 	offiziell
7402 	TCP 	UDP 	RTPS (Real Time Publish Subscribe) DDS Meta-Traffic 	offiziell
7509 	TCP 	– 	ACPLT - process automation service 	offiziell
7547 	TCP 	UDP 	CPE WAN Management Protocol Technical Report 069 	offiziell
7615 	TCP 	– 	ISL Online[56] communication protocol 	inoffiziell
7647 	TCP 	– 	Distributed Ruby 	inoffiziell
7670 	TCP 	– 	BrettspielWelt BSW Boardgame Portal 	inoffiziell
7676 	TCP 	– 	Aqumin AlphaVision Remote Command Interface 	inoffiziell
7700 	– 	UDP 	P2P DC (RedHub) 	inoffiziell
7777 	TCP 	– 	iChat/Dateiübertragungsproxy 	inoffiziell
7777 	TCP 	– 	Oracle Cluster File System 2 	inoffiziell
7777 	TCP 	– 	GTA: San Andreas Multiplayer Server default port 	inoffiziell
7777 	TCP 	– 	Terraria Server Standard Port[57] 	inoffiziell
7777 	TCP 	– 	Windows – Backdoor-Programm tini.exe 	inoffiziell
7777 	TCP 	– 	Xivio.com Chat Server Interface 	inoffiziell
7778 	TCP 	– 	Bad Trip MUD 	inoffiziell
7777–7788 	– 	UDP 	Unreal Tournament series default server 	inoffiziell
7777–7788 	TCP 	– 	Unreal Tournament series default server 	inoffiziell
7787–7788 	TCP 	– 	GFI EventsManager 7 & 8 	offiziell
7788–7799 	TCP 	– 	DRBD 	inoffiziell
7831 	TCP 	– 	Smartlaunch Internet Cafe Administration[58] 	inoffiziell
7880 	TCP 	UDP 	PowerSchool Gradebook Server 	inoffiziell
7915 	TCP 	– 	Voreinstellung für YSFlight server ysflight.com 	inoffiziell
7935 	TCP 	– 	Flash Debug Player[59] 	inoffiziell
7937–9936 	TCP 	UDP 	EMC² (Legato) Networker oder Sun Solcitice Backup 	offiziell
8000 	– 	UDP 	iRDMI (Intel Remote Desktop Management Interface)[60] – manchmal statt 8080 genutzt 	offiziell
8000 	TCP 	– 	iRDMI (Intel Remote Desktop Management Interface)[60] 	offiziell
8000 	TCP 	– 	SHOUTcast 	inoffiziell
8000 	TCP 	– 	WinMOS 300 (Aufzugsmonitoringsystem) 	inoffiziell
8001 	TCP 	– 	SHOUTcast 	inoffiziell
8002 	TCP 	– 	Cisco Systems Unified Call Manager Intercluster 	inoffiziell
8006 	TCP 	– 	Proxmox VE Webinterface ab Version 3.x[61] 	inoffiziell
8008 	TCP 	– 	HTTP – Alternativ 	offiziell
8008 	TCP 	– 	IBM HTTP Server Administration 	inoffiziell
8008 	TCP 	– 	Google Chromecast 	inoffiziell
8009 	TCP 	– 	Google Chromecast 	inoffiziell
8009 	TCP 	– 	ajp13 – Apache JServ Protocol AJP Connector 	inoffiziell
8010 	TCP 	– 	XMPP Dateiübertragungen 	inoffiziell
8011–8014 	TCP 	– 	HTTP Symon Communications Event and Query Engine 	inoffiziell
8016 	TCP 	– 	Secure Automation Device Specification (Beckhoff Automation)[62] 	?
8051 	TCP 	– 	Rocrail Client Service (Model Railroad Control System)[63] 	offiziell
8074 	TCP 	– 	Gadu-Gadu 	inoffiziell
8078 	TCP 	UDP 	Endless Online-based servers 	inoffiziell
8080 	TCP 	– 	HTTP alternativ (http_alt); oft genutzt für Proxyserver und Cachingserver, oder um einen Webserver ohne root-Rechte zu nutzen 	offiziell
8080 	TCP 	– 	Apache Tomcat 	inoffiziell
8080 	– 	UDP 	FilePhile Master/Relay 	inoffiziell
8081 	TCP 	– 	HTTP/Alternativ, VibeStreamer, z. B. McAfee ePolicy Orchestrator (ePO) 	inoffiziell
8083 	TCP 	– 	FHEM; Weboberfläche eines Hausautomationssystems 	inoffiziell
8086 	TCP 	– 	HELM Web Host Automation Windows Control Panel 	inoffiziell
8086 	TCP 	– 	Kaspersky Anti-Virus Control Center 	inoffiziell
8087 	TCP 	– 	Hosting Accelerator Control Panel 	inoffiziell
8087 	TCP 	– 	Parallels Plesk Control Panel 	inoffiziell
8087 	– 	UDP 	Kaspersky Anti-Virus Control Center 	inoffiziell
8088 	TCP 	– 	Radan HTTP[64] 	offiziell
8089 	TCP 	– 	Splunk Daemon 	inoffiziell
8090 	TCP 	– 	HTTP Alternative (http_alt_alt) 	inoffiziell
8101 	TCP 	– 	openHAB Control Panel 	inoffiziell
8116 	– 	UDP 	Check Point Cluster Control Protocol 	inoffiziell
8118 	TCP 	– 	Privoxy 	offiziell
8123 	TCP 	– 	Polipo Web proxy 	offiziell
8192 	TCP 	– 	Sophos Remote Management System 	inoffiziell
8193 	TCP 	– 	Sophos Remote Management System 	inoffiziell
8194 	TCP 	– 	Sophos Remote Management System 	inoffiziell
8200 	TCP 	– 	GoToMyPC 	inoffiziell
8222 	TCP 	– 	VMware Server Management User Interface (unsicheres Webinterface). Siehe auch Port 8333 	inoffiziell
8243 	TCP 	UDP 	HTTPS für Apache Synapse[65] 	offiziell
8280 	TCP 	UDP 	HTTP für Apache Synapse[65] 	offiziell
8291 	TCP 	– 	MikroTik Router-OS Winbox 	inoffiziell
8303 	– 	UDP 	Teeworlds Server 	inoffiziell
8332 	TCP 	– 	Bitcoin JSON-RPC Server[66] 	inoffiziell
8333 	TCP 	– 	Bitcoin[67] 	inoffiziell
8333 	TCP 	– 	VMware Siehe auch Port 8222 	inoffiziell
8400 	TCP 	UDP 	cvp, Commvault Unified Data Management 	offiziell
8423 	TCP 		Aristech text-to-speech server 	offiziell
8442 	TCP 	UDP 	CyBro A-bus, Cybrotech Ltd. 	offiziell
8443 	TCP 	UDP 	PCsync HTTPS (IANA)[68]; inoffiziell: SW Soft Plesk Control Panel, Apache Tomcat SSL, Promise WebPAM SSL, LiveConfig, IPCop 	offiziell
8444 	TCP 	UDP 	PCsync HTTPS[68] 	offiziell
8484 	TCP 	UDP 	MapleStory 	inoffiziell
8500 	TCP 	UDP 	ColdFusion Macromedia/Adobe ColdFusion, Duke Nukem 3D 	inoffiziell
8501 	TCP 	– 	dukesterx.net DukesterX – default 	inoffiziell
8529 	TCP 	– 	ArangoDB 	offiziell
8530 	TCP 	– 	WSUS HTTP Standardport[69] 	inoffiziell
8531 	TCP 	– 	WSUS HTTPS Standardport[69] 	inoffiziell
8585 	TCP 	– 	Lizenzserver der Fa. cseTools[70] 	inoffiziell
8691 	TCP 	– 	Ultra Fractal 	inoffiziell
8701 	– 	UDP 	SoftPerfect Bandwidth Manager 	inoffiziell
8702 	– 	UDP 	SoftPerfect Bandwidth Manager 	inoffiziell
8728 	TCP 		MikroTik Router-OS API 	offiziell
8729 	TCP 		MikroTik Router-OS API-SSL 	offiziell
8767 	– 	UDP 	TeamSpeak 	inoffiziell
8768 	– 	UDP 	TeamSpeak 	inoffiziell
8880 	– 	UDP 	cddbp-alt, CDDB protocol (CDDBP) alternativ 	offiziell
8880 	TCP 	– 	cddbp-alt, CDDB protocol (CDDBP) alternativ 	offiziell
8880 	TCP 	– 	WebSphere Application Server SOAP connector Voreinstellung 	inoffiziell
8880 	TCP 	– 	Win Media Streamer to Server SOAP connector Voreinstellung 	inoffiziell
8881 	TCP 	– 	Atlasz Informatics Research Ltd atlasz.com Secure Application Server 	inoffiziell
8882 	TCP 	– 	Atlasz Informatics Research Ltd atlasz.com Secure Application Server 	inoffiziell
8883 	TCP 	UDP 	Secure MQTT (Message Queue Telemetry Transport over SSL) 	offiziell
8887 	TCP 	– 	HyperVM HTTP 	offiziell
8888 	TCP 	– 	HyperVM HTTPS 	offiziell
8888 	– 	UDP 	NewsEDGE Server 	offiziell
8888 	TCP 	– 	NewsEDGE Server 	offiziell
8888 	TCP 	– 	Sun Answerbook dwhttpd Server (veraltet laut docs.sun.com) 	inoffiziell
8888 	TCP 	– 	GNUmp3d HTTP music streaming and Web interface 	inoffiziell
8888 	TCP 	– 	LoLo Catcher HTTP Web interface (www.optiform.com) 	inoffiziell
8888 	TCP 	– 	D2GS Admin Console Telnetkonsole für D2GS servers (Diablo 2) 	inoffiziell
8888 	TCP 	– 	Earthland Realms 2 Server (AU1_2) 	inoffiziell
8889 	TCP 	– 	Earthland Realms 2 Server (AU1_1) 	inoffiziell
8983 	TCP 	– 	Default für Apache Solr[71] 	inoffiziell
8953 	TCP 	– 	unbound dns nameserver Kontroll-Port 	offiziell
8953 	– 	UDP 	reserviert 	offiziell
8954 	TCP 	UDP 	Canto Cumulus Admin Port 	offiziell
9000 	TCP 	– 	Buffalo LinkSystem Web access 	inoffiziell
9000 	TCP 	– 	DBGp 	inoffiziell
9000 	TCP 	– 	SqueezeCenter web server & streaming 	inoffiziell
9000 	– 	UDP 	UDP Cast 	inoffiziell
9001 	TCP 	UDP 	ETL Service Manager[72] 	offiziell
9001 	– 	– 	Microsoft SharePoint Authoring Environment 	inoffiziell
9001 	– 	– 	cisco-xremote router configuration 	inoffiziell
9001 	– 	– 	Tor 	inoffiziell
9001 	TCP 	– 	DBGp Proxy 	inoffiziell
9009 	TCP 	UDP 	Pichat-Server – Peer-to-Peer Chat Software 	offiziell
9010 	TCP 	– 	ProMoS DMS Datenbankkommunikation und Lizenzierung 	inoffiziell
9011 	TCP 	– 	ProMoS PDBS Kommunikation zu historischen Daten 	inoffiziell
9020 	TCP 	– 	ProMoS DMS/PDBS Webservices (JSON/REST) 	inoffiziell
9030 	TCP 	– 	Tor/oft genutzt 	inoffiziell
9043 	TCP 	– 	WebSphere Application Server Administration Console secure 	inoffiziell
9050 	TCP 	– 	Tor 	inoffiziell
9051 	TCP 	– 	Tor 	inoffiziell
9060 	TCP 	– 	WebSphere Application Server Administration Console 	inoffiziell
9080 	– 	UDP 	glrpc, Microsoft Groove Kollaborationssoftware GLRPC 	offiziell
9080 	TCP 	– 	glrpc, Microsoft Groove Kollaborationssoftware GLRPC 	offiziell
9080 	TCP 	– 	WebSphere Application Server HTTP Transport (port 1) Voreinstellung 	inoffiziell
9090 	TCP 	– 	Webwasher, Secure Web, McAfee Web Gateway – Default Proxy Port, ManageEngine Applications Manager 	inoffiziell
9090 	TCP 	– 	Openfire Administration Console 	inoffiziell
9090 	TCP 	– 	SqueezeCenter/Kontrolle (CLI) 	inoffiziell
9091 	TCP 	– 	Openfire Administration Console (SSL Secured) 	inoffiziell
9100 	TCP 	– 	PDL Data Stream 	offiziell
9101 	TCP 	UDP 	Bacula Director 	offiziell
9102 	TCP 	UDP 	Bacula File Daemon 	offiziell
9103 	TCP 	UDP 	Bacula Storage Daemon 	offiziell
9105 	TCP 	UDP 	Xadmin Control Daemon 	offiziell
9110 	– 	UDP 	SSMP Message protocol 	inoffiziell
9119 	TCP 	UDP 	MXit Instant Messenger 	offiziell
9150 	TCP 	– 	Tor Browser Bundle 	inoffiziell
9200 	TCP 		SEH myUTN Manager[73] 	inoffiziell
9287 	TCP 	UDP 	Canto Cumulus 	offiziell
9293 	TCP 	– 	Sony PlayStation RemotePlay 	inoffiziell
9300 	TCP 	– 	IBM Cognos 8 SOAP 	inoffiziell
9303 	– 	UDP 	D-Link Shareport 	inoffiziell
9306 	TCP 	– 	Sphinx Native API 	offiziell
9312 	TCP 	– 	Sphinx SphinxQL 	offiziell
9418 	TCP 	UDP 	git, Git pack transfer service 	offiziell
9420 	TCP 	– 	MooseFS distributed file system 	inoffiziell
9421 	TCP 	– 	MooseFS distributed file system 	inoffiziell
9422 	TCP 	– 	MooseFS distributed file system 	inoffiziell
9501 	TCP 	– 	Keppe Chat, Keppe Project-Team Chat System 	inoffiziell
9522 	TCP 	UDP 	Speedwire, SMA Solar Technology AG, Kommunikationsprotokoll 	offiziell
9535 	TCP 	UDP 	mngsuite, LANDesk Management Suite Remote Control 	offiziell
9536 	TCP 	UDP 	laes-bf, IP Fabrics Surveillance buffering function 	offiziell
9600 	– 	UDP 	Omron FINS, OMRON FINS PLC communication 	offiziell
9675 	TCP 	UDP 	Spiceworks Desktop, IT Helpdesk Software 	inoffiziell
9676 	TCP 	UDP 	Spiceworks Desktop, IT Helpdesk Software 	inoffiziell
9695 	– 	UDP 	CCNx 	offiziell
9800 	TCP 	UDP 	WebDAV Source 	offiziell
9800 	– 	– 	WebCT e-learning portal 	inoffiziell
9875 	TCP 	– 	Disney Club Penguin Onlinespiel für Kinder 	inoffiziell
9898 	– 	UDP 	MonkeyCom 	offiziell
9898 	TCP 	– 	MonkeyCom 	offiziell
9898 	TCP 	– 	Tripwire – File Integrity Monitoring Software 	inoffiziell
9987 	– 	UDP 	TeamSpeak 3 Voice 	inoffiziell
9996 	TCP 	UDP 	„The Palace“ Virtual Reality Chat Software – 5 	offiziell
9999 	– 	– 	Hydranode – donkey2000 Telnet control 	inoffiziell
9999 	TCP 	– 	Lantronix UDS-10/UDS100[74] RS-485 to Ethernet Converter Telnet control 	inoffiziell
9999 	– 	– 	Urchin Web Analytics 	inoffiziell
10000 	– 	– 	Webmin 	inoffiziell
10000 	– 	– 	BackupExec 	inoffiziell
10000 	– 	– 	Ericsson Account Manager (avim) 	inoffiziell
10001 	TCP 	UCP 	SCP Configuration 	offiziell
10001 	– 	UDP 	Lantronix UDS-10/UDS100[75] RS-485 to Ethernet Converter Voreinstellung 	inoffiziell
10001 	– 	UDP 	Ubiquiti UniFi Access Point[76] 	inoffiziell
10008 	TCP 	UDP 	Octopus Multiplexer 	offiziell
10009 	TCP 	UDP 	Cross Fire 	inoffiziell
10010 	TCP 	– 	Open Object Rexx (ooRexx) rxapi daemon 	offiziell
10011 	TCP 	– 	TeamSpeak 3 ServerQuery (Telnet) 	inoffiziell
10017 	– 	– 	AIX, NeXT, HPUX – rexd daemon control 	inoffiziell
10022 	TCP 	– 	TeamSpeak 3 ServerQuery (SSH) 	inoffiziell
10024 	TCP 	– 	Zimbra SMTP [mta] – postfix nach amavis 	inoffiziell
10025 	TCP 	– 	Zimbra SMTP – amavis zurück zu postfix 	inoffiziell
10042 	TCP 	– 	Mathoid server – konvertiert texvc zu MathML + SVG 	inoffiziell
10050 	TCP 	UDP 	Zabbix-Agent 	offiziell
10051 	TCP 	UDP 	Zabbix-Trapper 	offiziell
10113 	TCP 	UDP 	NetIQ Endpoint 	offiziell
10114 	TCP 	UDP 	NetIQ Qcheck 	offiziell
10115 	TCP 	UDP 	NetIQ Endpoint 	offiziell
10116 	TCP 	UDP 	NetIQ VoIP Assessor 	offiziell
10200 	TCP 	– 	FRISK Software International – Virenscannerdaemon für UNIX 	inoffiziell
10201–10204 	TCP 	– 	FRISK Software International – Virenscannerdaemon für UNIX 	inoffiziell
10308 	– 	– 	Lock-on: Modern Air Combat 	inoffiziell
10480 	– 	– 	SWAT 4 Ausgewiesener Server 	inoffiziell
10823 	– 	UDP 	Landwirtschafts-Simulator 2011/13/15/17 Standard-Server 	inoffiziell
11155 	– 	UDP 	Tunngle[77] 	inoffiziell
11211 	TCP 	UDP 	memcached 	inoffiziell
11235 	– 	– 	Savage:Battle for Newerth Online-Server 	inoffiziell
11294 	– 	– 	Blood Quest Online-Server 	inoffiziell
11371 	TCP 	– 	OpenPGP-HTTP-Schlüsselserver (HPK) 	offiziell
11576 	– 	– 	IPStor 	inoffiziell
12010 	TCP 	– 	ElevateDB 	inoffiziell
12011 	TCP 	– 	Axence nVision 	inoffiziell
12012 	TCP 	– 	Axence nVision 	inoffiziell
12012 	TCP 	– 	Audition Online Dance Battle, Korea-Server – Status/Version Check 	inoffiziell
12012 	– 	UDP 	Audition Online Dance Battle, Korea-Server – Status/Version Check 	inoffiziell
12013 	TCP 	UDP 	Audition Online Dance Battle, Korea-Server 	inoffiziell
12035 	– 	UDP 	Linden Lab Second Life[78] 	inoffiziell
12222 	– 	UDP 	Light Weight Access Point Protocol (LWAPP; RFC 5412) 	offiziell
12223 	– 	UDP 	Light Weight Access Point Protocol (LWAPP; RFC 5412) 	offiziell
12345 	– 	– 	NetBus 	inoffiziell
12489 	TCP 	– 	NSClient/NSClient++/NC_Net (Nagios) 	inoffiziell
12975 	TCP 	– 	LogMeIn Hamachi 	inoffiziell
12998–12999 	– 	UDP 	Takenaka RDI Mirror World on SecondLife 	inoffiziell
13000–13050 	– 	UDP 	Linden Lab 	inoffiziell
13008 	TCP 	UDP 	Cross Fire
13076 	TCP 	– 	BMC Software Control-M/Enterprise Manager 	offiziell
13666 	TCP 	UDP 	LCDproc Daemon 	inoffiziell
13195–13196 	TCP 	UDP 	Ontolux Ontolux 2D 	inoffiziell
13720–13721 	TCP 	UDP 	Symantec NetBackup/VERITAS 	offiziell
13724 	TCP 	UDP 	Symantec Network Utility – vnetd/VERITAS 	offiziell
13782 	TCP 	UDP 	Symantec NetBackup/VERITAS 	offiziell
13783 	TCP 	UDP 	Symantec VOPIED protocol (VERITAS) 	offiziell
13785 	TCP 	UDP 	Symantec NetBackup Database – nbdb (VERITAS) 	offiziell
13786 	TCP 	UDP 	Symantec nomdb (VERITAS) 	offiziell
14439 	TCP 	– 	APRS UI-View Amateur Radio[79] UI-WebServer 	inoffiziell
14567 	– 	UDP 	Battlefield 1942 	inoffiziell
14942 	TCP 	– 	Trend Micro ServerProtect for Linux (SPLX) 3.0 web console can be accessed using Hypertext Transfer Protocol (HTTP) 	inoffiziell
14943 	TCP 	– 	Trend Micro ServerProtect for Linux (SPLX) 3.0 web console can be accessed using HTTPS (Hypertext Transfer Protocol over SSL/TLS) 	inoffiziell
15000 	TCP 	– 	psyBNC 	inoffiziell
15000 	TCP 	– 	Wesnoth 	inoffiziell
15000 	TCP 	– 	Kaspersky Network Agent 	inoffiziell
15000 	TCP 	– 	hydap 	offiziell
15000 	– 	UDP 	hydap 	offiziell
15345 	TCP 	UDP 	XPilot 	offiziell
15567 	– 	UDP 	Battlefield Vietnam 	inoffiziell
15672 	TCP 	– 	RabbitMQ management console (Pivotal Software) 	inoffiziell
16000 	TCP 	– 	shroudBNC 	inoffiziell
16080 	TCP 	– 	Mac OS X Server Web (HTTP) service 	inoffiziell
16384 	– 	UDP 	Iron Mountain Digital online Backup 	inoffiziell
16567 	– 	UDP 	Battlefield 2 	inoffiziell
16992 	TCP 	UDP 	Intel(R) Active Management Technology (AMT) 	offiziell
17475 	TCP 	– 	DMXControl 3 Network Broker 	inoffiziell
17500 	TCP 	– 	Dropbox LanSync Protocol (db-lsp) 	offiziell
17500 	– 	UDP 	Dropbox LanSync Discovery (db-lsp-disc) 	offiziell
18010 	TCP 	– 	Super Dancer Online Extreme(SDO-X) – CiB Net Station Malaysia Server 	inoffiziell
18104 	TCP 	– 	RAD PDF Service 	offiziell
18180 	TCP 	– 	DART Reporting server 	inoffiziell
18200 	TCP 	UDP 	Audition Online Dance Battle, AsiaSoft Thailand Server – Status/Version Check 	inoffiziell
18201 	TCP 	UDP 	Audition Online Dance Battle, AsiaSoft Thailand Server 	inoffiziell
18206 	TCP 	UDP 	Audition Online Dance Battle, AsiaSoft Thailand Server – FAM Database 	inoffiziell
18300 	TCP 	UDP 	Audition Online Dance Battle, AsiaSoft SEA Server – Status/Version Check 	inoffiziell
18301 	TCP 	UDP 	Audition Online Dance Battle, AsiaSoft SEA Server 	inoffiziell
18306 	TCP 	UDP 	Audition Online Dance Battle, AsiaSoft SEA Server – FAM Database 	inoffiziell
18400 	TCP 	UDP 	Audition Online Dance Battle, KAIZEN Brazil Server – Status/Version Check 	inoffiziell
18401 	TCP 	UDP 	Audition Online Dance Battle, KAIZEN Brazil Server 	inoffiziell
18505 	TCP 	UDP 	Audition Online Dance Battle, Nexon Server – Status/Version Check 	inoffiziell
18506 	TCP 	UDP 	Audition Online Dance Battle, Nexon Server 	inoffiziell
18605 	TCP 	UDP 	X-BEAT – Status/Version Check 	inoffiziell
18606 	TCP 	UDP 	X-BEAT 	inoffiziell
19000 	TCP 	UDP 	Audition Online Dance Battle, G10/alaplaya Server – Status/Version Check 	inoffiziell
19001 	TCP 	UDP 	Audition Online Dance Battle, G10/alaplaya Server 	inoffiziell
19132 	? 	? 	Minecraft Pocket Edition[80] 	inoffiziell
19226 	TCP 	– 	Panda Software AdminSecure Communication Agent 	inoffiziell
19283 	TCP 	UDP 	K2 – KeyAuditor & KeyServer, Sassafras Software Inc. Lizenzmanagement Werkzeuge 	offiziell
19294 	TCP 	– 	Google Talk Voice and Video connections[81] 	inoffiziell
19295 	– 	UDP 	Google Talk Voice and Video connections[81] 	inoffiziell
19302 	– 	UDP 	Google Talk Voice and Video connections[81] 	inoffiziell
19315 	TCP 	UDP 	KeyShadow for K2 – KeyAuditor & KeyServer, Sassafras Software Inc. Lizenzmanagement Werkzeuge 	offiziell
19638 	TCP 	– 	Ensim Control Panel 	inoffiziell
19812 	TCP 	– 	4D database SQL Communication 	inoffiziell
19813 	TCP 	– 	4D database Client Server Communication 	inoffiziell
19814 	TCP 	– 	4D database DB4D Communication 	inoffiziell
19999 	– 	– 	DNP – Secure (Distributed Network Protocol – Secure), a secure version of the protocol used in SCADA systems between communicating RTUs and IEDs 	offiziell
20000 	– 	– 	DNP (Distributed Network Protocol), a protocol used in SCADA systems between communicating RTUs and IEDs 	offiziell
20000 	– 	– 	Usermin, Web-based user tool 	inoffiziell
20014 	TCP 	– 	DART Reporting server 	inoffiziell
20720 	TCP 	– 	Symantec i3 Web GUI server 	inoffiziell
21001 	TCP 	– 	AMLFilter, AMLFilter Inc. amlf-admin Standardport 	inoffiziell
21011 	TCP 	– 	AMLFilter, AMLFilter Inc. amlf-engine-01 HTTP Standardport 	inoffiziell
21012 	TCP 	– 	AMLFilter, AMLFilter Inc. amlf-engine-01 HTTPS Standardport 	inoffiziell
21021 	TCP 	– 	AMLFilter, AMLFilter Inc. amlf-engine-02 HTTP Standardport 	inoffiziell
21022 	TCP 	– 	AMLFilter, AMLFilter Inc. amlf-engine-02 HTTPS Standardport 	inoffiziell
22000 	TCP 	– 	ZVT-Protokoll (Zahlungsverkehrterminal) Standardport 	inoffiziell
22136 	TCP 	– 	FLIR Systems Camera Resource Protocol 	inoffiziell
22222 	TCP 	– 	Davis Instruments, WeatherLink IP 	inoffiziell
22347 	TCP 	UDP 	WibuKey, WIBU-SYSTEMS AG Kopierschutz 	offiziell
22350 	TCP 	UDP 	CodeMeter, WIBU-SYSTEMS AG Kopierschutz 	offiziell
22351 	TCP 	– 	CodeMeter-CmWAN WIBU-SYSTEMS AG Kopierschutz 	offiziell
23073 	– 	– 	Soldat Ausgewiesener Server 	inoffiziell
23399 	– 	– 	Skype Standard Protokoll 	inoffiziell
23513 	– 	– 	Duke Nukem 3D Duke Nukem Ports 	inoffiziell
24444 	– 	– 	NetBeans IDE 	inoffiziell
24465 	TCP 	UDP 	Tonido Directory Server für Tonido, eine Personal Web App- und P2P-Plattform 	offiziell
24554 	TCP 	UDP 	BINKP, FidoNet mail transfers over TCP/IP 	offiziell
24800 	– 	– 	Synergy: KVM Software 	inoffiziell
24842 	– 	– 	StepMania: Online: Dance Dance Revolution Simulator 	inoffiziell
25565 	TCP 	– 	Minecraft Ausgewiesener Server 	offiziell
25565 	– 	– 	MySQL Standard MySQL Port 	inoffiziell
25577 	– 	– 	Minecraft BungeeCord Server 	inoffiziell
25888 	– 	UDP 	Xfire (Firewall Report, UDP_IN) 	inoffiziell
25999 	TCP 	– 	Xfire 	inoffiziell
26000 	– 	UDP 	Quake von id Software 	offiziell
26000 	TCP 	– 	Quake von id Software 	offiziell
26000 	TCP 	– 	EVE Online MMORPG von CCP 	inoffiziell
26900 	TCP 	– 	EVE Online MMORPG von CCP 	inoffiziell
26901 	TCP 	– 	EVE Online MMORPG von CCP 	inoffiziell
27000 	– 	UDP 	(bis 27006) Hauptserver für QuakeWorld von id Software 	inoffiziell
27000–27009 	TCP 	– 	FLEXnet Publishers License server 	inoffiziell
27010 	– 	– 	Source Engine reservierter Serverport 	inoffiziell
27014 	– 	– 	Source Engine reservierter Serverport (selten) 	inoffiziell
27015 	– 	– 	GoldSrc und Source Engine reservierter Serverport 	inoffiziell
27016 	– 	– 	Magicka Serverport 	inoffiziell
27017 	– 	– 	mongoDB Serverport 	inoffiziell
27036 	– 	UDP 	Steam In-Home-Streaming Discovery-Protokoll 	inoffiziell
27374 	– 	– 	Sub7 Standard 	inoffiziell
27500 	– 	UDP 	(bis 27900) QuakeWorld von id Software 	inoffiziell
27632 	TCP 	– 	Sniper Ghost Warrior von Interactive 	inoffiziell
27888 	– 	UDP 	Kaillera Server 	inoffiziell
27900–27901 	– 	– 	Nintendo Wi-Fi Connection 	inoffiziell
27901 	– 	UDP 	(bis 27910) Hauptserver für Quake II von id Software 	inoffiziell
27960 	– 	UDP 	(bis 27969) Enemy Territory von Activision, Quake III Arena, Quake III und Quake Live von id Software sowie einige von ioquake3 abgeleitete Spiele 	inoffiziell
28000 	– 	– 	Bitfighter Standard Bitfighter Server 	inoffiziell
28001 	– 	– 	Starsiege: Tribes Standard Tribes v.1 Server 	inoffiziell
28395 	TCP 	– 	SmartSystemsLLC.com Smart Sale 5.0 	inoffiziell
28763 	– 	UDP 	AssaultCube Server 	inoffiziell
28910 	– 	– 	Nintendo Wi-Fi Connection 	inoffiziell
28960 	– 	UDP 	Call of Duty; Call of Duty: United Offensive; Call of Duty 2; Call of Duty 4: Modern Warfare; Call of Duty: World at War (PC Version) 	inoffiziell
29000 	– 	– 	Perfect World International 	inoffiziell
